name,city,population,wiki,birth_date
Miriuta László,Nagybánya,107434 ,https://hu.wikipedia.org/wiki/Nagybánya,1968.09.19
Mocsi Attila,Lakszakállas,1203 ,https://hu.wikipedia.org/wiki/Lakszakállas,2000.05.29
Moldván Miklós,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1954.10.03
Molnár Balázs,Zalaegerszeg,55433 ,https://hu.wikipedia.org/wiki/Zalaegerszeg,1977.07.01
Molnár Dezső,Magyarlak,761 ,https://hu.wikipedia.org/wiki/Magyarlak,1939.12.12
Molnár Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1884.11.28
Molnár György,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1901.02.12
Molnár Imre,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1885.10.30
Molnár János,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1931.05.14
Molnár Ödön,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1891.03.25
Mónos Tamás,Simontornya,3581 ,https://hu.wikipedia.org/wiki/Simontornya,1968.01.03
Monostori Tivadar,Felsőgalla,,https://hu.wikipedia.org/wiki/Felsőgalla,1936.08.24
Móré János,Debrecen,201582 ,https://hu.wikipedia.org/wiki/Debrecen,1910.06.20
Mracskó Mihály,Mezőhegyes,4393 ,https://hu.wikipedia.org/wiki/Mezőhegyes,1968.06.13
Mucha József,Máza,1110 ,https://hu.wikipedia.org/wiki/Máza,1951.10.25
Müller Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1901
Müller József,Zalaszentgrót,5775 ,https://hu.wikipedia.org/wiki/Zalaszentgrót,1884.12.20
Müller Sándor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1948.09.21
Nádler Henrik,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1901.03.19
Nagy Ádám,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1995.06.17
Nagy András,Vulkán,City data not found,https://hu.wikipedia.org/wiki/Vulkán,1920.10.06
Nagy Antal,?,Page not found,,1913.03.19
Nagy Antal,Nagyhalász,5329 ,https://hu.wikipedia.org/wiki/Nagyhalász,1956.10.17
Nagy Antal,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1944.05.16
Nagy Dániel,Gödöllő,32688 ,https://hu.wikipedia.org/wiki/Gödöllő,1991.03.15
Nagy Dominik,Bóly,3713 ,https://hu.wikipedia.org/wiki/Bóly,1995.05.08
Nagy Ferenc,Rákosszentmihály,23098 ,https://hu.wikipedia.org/wiki/Rákosszentmihály,1884.02.21
Nagy Gábor,Szombathely,78446 ,https://hu.wikipedia.org/wiki/Szombathely,1985.10.16
Nagy II. János,Debrecen,201582 ,https://hu.wikipedia.org/wiki/Debrecen,1947.11.23
Nagy III. János,Székesfehérvár,95915 ,https://hu.wikipedia.org/wiki/Székesfehérvár,1950.08.03
Nagy István,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1922.03.04
Nagy István,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1939.04.14
Nagy János,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1903
Nagy József,Nádasd,1289 ,https://hu.wikipedia.org/wiki/Nádasd,1960.10.21
Nagy László,Buzsák,1383 ,https://hu.wikipedia.org/wiki/Buzsák,1949.10.21
Nagy Norbert,Hajdúnánás,16214 ,https://hu.wikipedia.org/wiki/Hajdúnánás,1969.06.28
Nagy Tamás,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1976.06.06
Nagy Tibor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1962.09.24
Nagy Zsolt,Székesfehérvár,95915 ,https://hu.wikipedia.org/wiki/Székesfehérvár,1993.05.25
Nagymarosi Mihály,Nagymaros,5085 ,https://hu.wikipedia.org/wiki/Nagymaros,1919.10.06
Nego Loïc,Párizs,2145906 ,https://hu.wikipedia.org/wiki/Párizs,1991.01.15
Nemes István,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1906.11.30
Nemes József,Erzsébetfalva,,https://hu.wikipedia.org/wiki/Erzsébetfalva,1911.09.24
Nemes Sándor,Tótkeszi?,1048 ,https://hu.wikipedia.org/wiki/Magyarkeszi,1899.09.25
Németh András,Fokváros,3776313 ,https://hu.wikipedia.org/wiki/Fokváros,2002.11.09
Németh Antal,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1919.05.19
Németh Krisztián,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1989.01.05
Németh Norbert,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1981.05.05
Neuhaus János,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1901.03.24
Niessner Aladár,Doborján,895 ,https://hu.wikipedia.org/wiki/Doborján,1883.01.22
Nikolics Nemanja,Zenta,20302 ,https://hu.wikipedia.org/wiki/Zenta,1987.12.31
Nikolov Balázs,Bonyhád,12163 ,https://hu.wikipedia.org/wiki/Bonyhád,1977.07.04
Nikolsburger Rezső,Székesfehérvár,95915 ,https://hu.wikipedia.org/wiki/Székesfehérvár,1899.03.21
Nirnsee Gyula,Pozsony,475503 ,https://hu.wikipedia.org/wiki/Pozsony,1883.11.15
Nógrádi Ferenc,Kassa,229040 ,https://hu.wikipedia.org/wiki/Kassa,1940.11.15
Noskó Ernő,Cserhátszentiván,108 ,https://hu.wikipedia.org/wiki/Cserhátszentiván,1945.05.26
Novák Dezső,Ják,2512 ,https://hu.wikipedia.org/wiki/Ják,1939.02.03
Nyers István,Freyming-Merlebach,13027 ,https://hu.wikipedia.org/wiki/Freyming-Merlebach,1924.03.25
Nyilas Elek,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1969.05.03
Nyilas Ferenc János,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1892.01.10
Nyilasi Tibor,Várpalota,19624 ,https://hu.wikipedia.org/wiki/Várpalota,1955.01.18
Nyúl Ferenc,Dévaványa,6719 ,https://hu.wikipedia.org/wiki/Dévaványa,1894.05.22
Nyúl Vilmos,?,Page not found,,1901.11.13
Obitz Gábor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1899.01.18
Oláh Géza,Salgótarján,31223 ,https://hu.wikipedia.org/wiki/Salgótarján,1925.10.01
Oláh Károly,Bród,45005 ,https://hu.wikipedia.org/wiki/Bród,1884.09.15
Olajkár Károly,Kispest,,https://hu.wikipedia.org/wiki/Kispest,1917.01.16
Olajkár Sándor,Kispest,,https://hu.wikipedia.org/wiki/Kispest,1918.12.03
Ónody Andor,Krasznokvajda,457 ,https://hu.wikipedia.org/wiki/Krasznokvajda,1920.08.03
Opata Zoltán,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1900.09.24
Orbán Willi,Kaiserslautern,101228 ,https://hu.wikipedia.org/wiki/Kaiserslautern,1992.11.03
Ordódy Béla,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1880.01.13
Orosz Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1969.10.11
Orosz Péter,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1981.08.19
Orth György,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1901.04.30
Otigba Kenneth,Kaduna,760084 ,https://hu.wikipedia.org/wiki/Kaduna,1992.08.29
P. Szabó Gábor,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1902.10.14
Pákozdi László,?,Page not found,,1916.06.30
Pál József,Szolnok,67126 ,https://hu.wikipedia.org/wiki/Szolnok,1950.11.29
Pál Tibor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1935.09.15
Palaczky János,Pécs,,https://hu.wikipedia.org/wiki/Pécs,1968.08.30
Páling Zsolt,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1969.02.26
Pálinkás József,Kistelek,7039 ,https://hu.wikipedia.org/wiki/Kistelek,1912.03.10
Palotai János,Békéscsaba,55091 ,https://hu.wikipedia.org/wiki/Békéscsaba,1928.01.23
Palotás István,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1908.03.05
Palotás Péter,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1929.06.27
Páncsics Miklós,Gara,City data not found,https://hu.wikipedia.org/wiki/Gara,1944.02.04
Papp Lajos László,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1906.11.22
Paróczai Sándor,Békéscsaba,55091 ,https://hu.wikipedia.org/wiki/Békéscsaba,1955.12.06
Pásztor József,Vencsellő,3286 ,https://hu.wikipedia.org/wiki/Vencsellő,1954.03.20
Pataki Mihály,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1893.12.07
Pátkai Máté,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1988.03.06
Patkoló Rezső,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1922.10.13
Paulusz Nándor,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1899.10.15
Payer Imre,Sopronkövesd,1388 ,https://hu.wikipedia.org/wiki/Sopronkövesd,1888.06.01
Pázmándy Sándor,Vecsés,21352 ,https://hu.wikipedia.org/wiki/Vecsés,1912.03.16
Peics Sándor,Pécs,,https://hu.wikipedia.org/wiki/Pécs,1899.10.10
Pénzes Mihály,Sopron,61784 ,https://hu.wikipedia.org/wiki/Sopron,1950.07.30
Perényi József,Temesvár,250849 ,https://hu.wikipedia.org/wiki/Temesvár,1921.07.02
Pesovnik László,Miskolc,145248 ,https://hu.wikipedia.org/wiki/Miskolc,1902.03.11
Pest Krisztián,Mohács,17315 ,https://hu.wikipedia.org/wiki/Mohács,1975.05.07
Péter József,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1904.01.10
Péter Zoltán,Zalaistvánd,337 ,https://hu.wikipedia.org/wiki/Zalaistvánd,1958.03.23
Pető Tamás,Ajka,26643 ,https://hu.wikipedia.org/wiki/Ajka,1974.06.08
Pető Zoltán,Szolnok,67126 ,https://hu.wikipedia.org/wiki/Szolnok,1974.09.19
Petres Tamás,Székesfehérvár,95915 ,https://hu.wikipedia.org/wiki/Székesfehérvár,1968.09.03
Petry Zsolt,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1966.09.23
Pintér Ádám,Balassagyarmat,14036 ,https://hu.wikipedia.org/wiki/Balassagyarmat,1988.06.12
Pintér Attila,Salgótarján,31223 ,https://hu.wikipedia.org/wiki/Salgótarján,1966.05.07
Pintér József,Szigetújfalu,2183 ,https://hu.wikipedia.org/wiki/Szigetújfalu,1917.09.08
Pintér Sándor,Pomáz,18419 ,https://hu.wikipedia.org/wiki/Pomáz,1950.07.18
Pintér Zoltán,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1977.11.23
Pipa István,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1899.11.17
Pisont István,Orosháza,25472 ,https://hu.wikipedia.org/wiki/Orosháza,1970.05.16
Plattkó Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1898.12.02
Plókai Attila,Debrecen,201582 ,https://hu.wikipedia.org/wiki/Debrecen,1969.07.17
Plotár Gyula,Kurityán,1471 ,https://hu.wikipedia.org/wiki/Kurityán,1961.05.14
Pluhár István,Tatatóváros,23881 ,https://hu.wikipedia.org/wiki/Tatatóváros,1893.12.10
Póczik József,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1953.07.21
Pokorny József,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1882.07.13
Polgár Gyula,Kistelek,7039 ,https://hu.wikipedia.org/wiki/Kistelek,1912.02.08
Pollák Zoltán,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1984.01.13
Polonkai Attila,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1979.06.12
Pölöskei Gábor,Mosonmagyaróvár,34226 ,https://hu.wikipedia.org/wiki/Mosonmagyaróvár,1960.10.11
Poór Patrik,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1993.11.15
Pósa Béla,Nagytétény,12045 ,https://hu.wikipedia.org/wiki/Nagytétény,1914.06.25
Posza Zsolt,Lengyeltóti,2876 ,https://hu.wikipedia.org/wiki/Lengyeltóti,1977.05.11
Pótz-Nagy Árpád,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1893.11.17
Pozsonyi Imre,Kisbér,5554 ,https://hu.wikipedia.org/wiki/Kisbér,1882.02.26
Preisinger Sándor,Zalaegerszeg,55433 ,https://hu.wikipedia.org/wiki/Zalaegerszeg,1973.12.11
Prém Móric,Ugod,1241 ,https://hu.wikipedia.org/wiki/Ugod,1899.03.10
Preszeller Tamás,Mosonmagyaróvár,34226 ,https://hu.wikipedia.org/wiki/Mosonmagyaróvár,1958.08.24
Priboj István,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1894.05.02
Priskin Tamás,Komárom,City data not found,https://hu.wikipedia.org/wiki/Komárom,1986.09.27
Pruha Antal,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1897.12.16
Puglits Gábor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1967.12.26
Puskás Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1927.04.01
Puskás Lajos,Tetétlen,1245 ,https://hu.wikipedia.org/wiki/Tetétlen,1944.08.13
Pusztai Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1910.12.06
Pusztai László,Szentes,25417 ,https://hu.wikipedia.org/wiki/Szentes,1946.03.01
Rab Tibor,Gödöllő,32688 ,https://hu.wikipedia.org/wiki/Gödöllő,1955.10.02
Rabóczki Balázs,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1978.01.09
Rácz Béla,?,Page not found,,1893.09.14
Rácz Győző,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1892.07.28
Raduly József,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1927.05.06
Raix Gusztáv,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1903.06.01
Rajczi Péter,Lengyeltóti,2876 ,https://hu.wikipedia.org/wiki/Lengyeltóti,1981.04.03
Rajna Károly,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1934.03.27
Rákóczi László,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1926.02.23
Rákosi Ferenc,Csepel,City data not found,https://hu.wikipedia.org/wiki/Csepel,1921.01.29
Rákosi Gyula,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1938.10.09
Rapp Imre,Dunaföldvár,8176 ,https://hu.wikipedia.org/wiki/Dunaföldvár,1937.09.15
Rauchmaul Emil,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1891.04.19
Rázsó Izidor,?,Page not found,,1896.12.27
Rebró Béla,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1901.01.20
Regedei Csaba,Oroszlány,18064 ,https://hu.wikipedia.org/wiki/Oroszlány,1983.01.16
Reiner István,Szabadka,105681 ,https://hu.wikipedia.org/wiki/Szabadka,1897.12.26
Rémay Gyula,Torrington,City data not found,https://hu.wikipedia.org/wiki/Torrington,1901.10.03
Rémay János,Stanferd,35515,https://en.wikipedia.org/wiki/Torrington_Connecticut,1903.01.01
Remete Imre,?,Page not found,,1904
Répási László,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1966.03.23
Révész Béla,Értarcsa,873 ,https://hu.wikipedia.org/wiki/Értarcsa,1886.02.09
Rodenbücher István,Szekszárd,30057 ,https://hu.wikipedia.org/wiki/Szekszárd,1984.02.22
Rökk Ede,Cinkota,6587 ,https://hu.wikipedia.org/wiki/Cinkota,1911.09.01
Rokken Imre,?,Page not found,,1903
Rónay Zoltán,?,Page not found,,1890
Rósa Dénes,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1977.04.07
Rósa Henrik,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1974.06.15
Rostás Sándor,Jászjákóhalma,2802 ,https://hu.wikipedia.org/wiki/Jászjákóhalma,1962.01.21
Róth Antal,Komló,City data not found,https://hu.wikipedia.org/wiki/Komló,1960.09.14
Rothermel Ádám,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1948.06.14
Rózsa Dániel,Szombathely,78446 ,https://hu.wikipedia.org/wiki/Szombathely,1984.11.24
Rudas Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1921.07.06
Rudolf Gergely,Nyíregyháza,115711 ,https://hu.wikipedia.org/wiki/Nyíregyháza,1985.03.09
Rugovics Vendel,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1967.08.13
Rumbold Gyula,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1887.12.06
Ruzsa Sándor,?,Page not found,,1920.03.09
Sáfár Szabolcs,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1974.08.20
Salamon József,Miskolc,145248 ,https://hu.wikipedia.org/wiki/Miskolc,1948.10.23
Salamon Miklós,Dunaújváros,41873 ,https://hu.wikipedia.org/wiki/Dunaújváros,1974.11.30
Sallai Roland,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1997.05.22
Sallai Sándor,Debrecen,201582 ,https://hu.wikipedia.org/wiki/Debrecen,1960.03.26
Sallói Dániel,Siófok,24390 ,https://hu.wikipedia.org/wiki/Siófok,1996.07.19
Sallói István,Oroszlány,18064 ,https://hu.wikipedia.org/wiki/Oroszlány,1966.09.26
Samus Lajos,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1928.07.04
Sándor György,Ungvár,115449 ,https://hu.wikipedia.org/wiki/Ungvár,1984.03.20
Sándor József,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1900.10.18
Sándor Károly,Szeged,158829 ,https://hu.wikipedia.org/wiki/Szeged,1928.11.26
Sándor Tamás,Debrecen,201582 ,https://hu.wikipedia.org/wiki/Debrecen,1974.06.20
Sárközy Sándor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1887.12.13
Sáros Miklós,Szarvas,City data not found,https://hu.wikipedia.org/wiki/Szarvas,1906.11.07
Sárosi Béla,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1919.07.15
Sárosi György,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1912.09.16
Sárosi László,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1932.02.27
Sárvári Ferenc,Nagyvárad,183105 ,https://hu.wikipedia.org/wiki/Nagyvárad,1916.07.10
Sas Ferenc,Devecser,4200 ,https://hu.wikipedia.org/wiki/Devecser,1915.08.16
Sass János,Eger,50018 ,https://hu.wikipedia.org/wiki/Eger,1966.01.17
Schaár Izidor,?,Page not found,,1886.08.01
Schäfer András,Szombathely,78446 ,https://hu.wikipedia.org/wiki/Szombathely,1999.04.13
Schaffer Alfréd,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1893.02.13
Schaller József,,Page not found,,1894.12.27
Schaschek Ödön,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1885.09.18
Schlosser Imre,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1889.10.11
Schmidt János,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1904.03.03
Schön Szabolcs,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,2000.09.27
Schwarz Ernő,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1902.03.07
Sebes Gusztáv,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1906.01.22
Sebestyén Béla,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1886.01.23
Sebők József,Keszthely,18031 ,https://hu.wikipedia.org/wiki/Keszthely,1975.06.18
Sebők Vilmos,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1973.06.13
Seiden Jenő,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1900.03.28
Senkey Gyula,Perbál,2122 ,https://hu.wikipedia.org/wiki/Perbál,1901.08.16
Senkey Imre,Perbál,2122 ,https://hu.wikipedia.org/wiki/Perbál,1898.07.04
Serényi Imre,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1909.06.12
Seres Gyula,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1912.10.05
Siegl József,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1894.05.29
Sigér Dávid,Debrecen,201582 ,https://hu.wikipedia.org/wiki/Debrecen,1990.11.30
Siklóssy Antal,?,Page not found,,1896.06.02
Simek Péter,Mór,City data not found,https://hu.wikipedia.org/wiki/Mór,1980.01.30
Simon Ádám,Salgótarján,31223 ,https://hu.wikipedia.org/wiki/Salgótarján,1990.03.30
Simon Ferenc,?,Page not found,,1886.02.24
Simon Krisztián,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1991.06.10
Simon Tibor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1965.09.01
Sipos Ernő,Lábod,1759 ,https://hu.wikipedia.org/wiki/Lábod,1883.12.13
Sipos Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1932.12.13
Sipos István,?,Page not found,,1928.06.07
Sipos Vilmos,Wilhelmsburg,City data not found,https://hu.wikipedia.org/wiki/Wilhelmsburg,1914.01.24
Sitku Illés,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1978.02.05
Skvarek György,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1903.04.09
Solti József,Szeged,158829 ,https://hu.wikipedia.org/wiki/Szeged,1911.11.29
Solti Mihály,Mezőhegyes,4393 ,https://hu.wikipedia.org/wiki/Mezőhegyes,1898.12.09
Solymosi Ernő,Diósgyőr,18065 ,https://hu.wikipedia.org/wiki/Diósgyőr,1940.06.21
Somogyi József,Nagyszentjános,1887 ,https://hu.wikipedia.org/wiki/Nagyszentjános,1946.08.25
Somogyi József,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1968.05.23
Soós István,Eger,50018 ,https://hu.wikipedia.org/wiki/Eger,1952.12.09
Sóvári Kálmán,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1940.12.21
Sowunmi Thomas,Lagos,15070000 ,https://hu.wikipedia.org/wiki/Lagos,1978.07.25
Spitz Illés,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1902.02.01
Stark József,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1895.01.02
Stark Péter,Kazincbarcika,24373 ,https://hu.wikipedia.org/wiki/Kazincbarcika,1978.08.17
Steiner Bertalan,,Page not found,,1881.10.20
Sternberg László,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1905.05.28
Stieber Zoltán,Sárvár,15003 ,https://hu.wikipedia.org/wiki/Sárvár,1988.10.16
Stofián János,Tőketerebes,23213 ,https://hu.wikipedia.org/wiki/Tőketerebes,1904.06.18
Ströck Albert,Nagyvárad,183105 ,https://hu.wikipedia.org/wiki/Nagyvárad,1903.03.06
Styles Callum,Bury,81101,"https://en.wikipedia.org/wiki/Bury,_Greater_Manchester",2000.03.28
Sütő Károly,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1919.06.05
Szabadi László,Barcs,9845 ,https://hu.wikipedia.org/wiki/Barcs,1961.07.30
Szabics Imre,Szeged,158829 ,https://hu.wikipedia.org/wiki/Szeged,1981.03.22
Szabó Antal,Soroksár,City data not found,https://hu.wikipedia.org/wiki/Soroksár,1910.09.04
Szabó Ferenc,Alsóújlak,546 ,https://hu.wikipedia.org/wiki/Alsóújlak,1921.02.28
Szabó György,Gúta,10572 ,https://hu.wikipedia.org/wiki/Gúta,1942.04.24
Szabó György,Jászárokszállás,7499 ,https://hu.wikipedia.org/wiki/Jászárokszállás,1921.01.09
Szabó Imre,Ürmös,2045 ,https://hu.wikipedia.org/wiki/Ürmös,1918.06.03
Szabó János,Szekszárd,30057 ,https://hu.wikipedia.org/wiki/Szekszárd,1989.07.11
Szabó Jenő,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1894.09.02
Szabó József,Gönyü,3230 ,https://hu.wikipedia.org/wiki/G%C3%B6ny%C5%B1,1896.05.11
Szabó László,Gödöllő,32688 ,https://hu.wikipedia.org/wiki/Gödöllő,1934.09.11
Szabó Ottó,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1955.12.16
Szabó Péter,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1897.04.13
Szaffka Zoltán,?,Page not found,,1895.04.28
Szakály Péter,Nagyatád,9508 ,https://hu.wikipedia.org/wiki/Nagyatád,1986.08.17
Szalai Ádám,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1987.12.09
Szalai Attila,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1998.01.20
Szalai Attila,Zebegény,1286 ,https://hu.wikipedia.org/wiki/Zebegény,1965.07.09
Szalay Antal,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1912.03.03
Szalay István,Kispest,,https://hu.wikipedia.org/wiki/Kispest,1912.09.16
Szalay Miklós,Salgótarján,31223 ,https://hu.wikipedia.org/wiki/Salgótarján,1946.12.06
Szalma József,Tatabánya,65874 ,https://hu.wikipedia.org/wiki/Tatabánya,1966.08.22
Szamosi Tamás,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1974.11.27
Szaniszló Zoltán,Kolozsvár,286598 ,https://hu.wikipedia.org/wiki/Kolozsvár,1910.08.21
Szántó Gábor,Miskolc,145248 ,https://hu.wikipedia.org/wiki/Miskolc,1958.01.31
Szántó József,Szolnok,67126 ,https://hu.wikipedia.org/wiki/Szolnok,1915.05.05
Szappanos Péter,Jászberény,26058 ,https://hu.wikipedia.org/wiki/Jászberény,1990.11.14
Szedlacsik Ferenc,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1898.10.10
Szednicsek János,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1883.10.26
Szeitler Károly,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1889.11.11
Székány Géza,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1890.03.25
Szekeres József,Tatabánya,65874 ,https://hu.wikipedia.org/wiki/Tatabánya,1964.07.09
Szekeres Tamás,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1972.09.18
Szélesi Zoltán,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1981.11.22
Szemere Antal,?,Page not found,,1910
Szendrei József,Karcag,18495 ,https://hu.wikipedia.org/wiki/Karcag,1954.04.25
Szendrő Oszkár,?,Page not found,,1889.04.11
Szendrődi Lajos,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1913.07.15
Szentes Lázár,Bonyhád,12163 ,https://hu.wikipedia.org/wiki/Bonyhád,1955.12.12
Szentey Sándor,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1886.02.21
Szentmihályi Antal,Győr,130020 ,https://hu.wikipedia.org/wiki/Győr,1939.06.13
Szentmiklóssy Béla,Budapest,1671004 ,https://hu.wikipedia.org/wiki/Budapest,1902.12.02
Szepesi Gusztáv,Miskolc,145248 ,https://hu.wikipedia.org/wiki/Miskolc,1939.07.17
Szidon Rezső,Újpest,City data not found,https://hu.wikipedia.org/wiki/Újpest,1900.02.22
