name,city,wiki,birth_date
Solymosi Ernő,Diósgyőr,https://hu.wikipedia.org/wiki/Diósgyőr,1940.06.21
Somogyi József,Nagyszentjános,https://hu.wikipedia.org/wiki/Nagyszentjános,1946.08.25
Somogyi József,Győr,https://hu.wikipedia.org/wiki/Győr,1968.05.23
Soós István,Eger,https://hu.wikipedia.org/wiki/Eger,1952.12.09
Sóvári Kálmán,Budapest,https://hu.wikipedia.org/wiki/Budapest,1940.12.21
Sowunmi Thomas,Lagos,https://hu.wikipedia.org/wiki/Lagos,1978.07.25
Spitz Illés,Budapest,https://hu.wikipedia.org/wiki/Budapest,1902.02.01
Stark József,Budapest,https://hu.wikipedia.org/wiki/Budapest,1895.01.02
Stark Péter,Kazincbarcika,https://hu.wikipedia.org/wiki/Kazincbarcika,1978.08.17
Steiner Bertalan,,,1881.10.20
Sternberg László,Budapest,https://hu.wikipedia.org/wiki/Budapest,1905.05.28
Stieber Zoltán,Sárvár,https://hu.wikipedia.org/wiki/Sárvár,1988.10.16
Stofián János,Tőketerebes,https://hu.wikipedia.org/wiki/Tőketerebes,1904.06.18
Ströck Albert,Nagyvárad,https://hu.wikipedia.org/wiki/Nagyvárad,1903.03.06
Styles Callum,Bury,https://en.wikipedia.org/wiki/Bury,2000.03.28
Sütő Károly,Budapest,https://hu.wikipedia.org/wiki/Budapest,1919.06.05
Szabadi László,Barcs,https://hu.wikipedia.org/wiki/Barcs,1961.07.30
Szabics Imre,Szeged,https://hu.wikipedia.org/wiki/Szeged,1981.03.22
Szabó Antal,Soroksár,https://hu.wikipedia.org/wiki/Soroksár,1910.09.04
Szabó Ferenc,Alsóújlak,https://hu.wikipedia.org/wiki/Alsóújlak,1921.02.28
Szabó György,Gúta,https://hu.wikipedia.org/wiki/Gúta,1942.04.24
Szabó György,Jászárokszállás,https://hu.wikipedia.org/wiki/Jászárokszállás,1921.01.09
Szabó Imre,Ürmös,https://hu.wikipedia.org/wiki/Ürmös,1918.06.03
Szabó János,Szekszárd,https://hu.wikipedia.org/wiki/Szekszárd,1989.07.11
Szabó Jenő,Budapest,https://hu.wikipedia.org/wiki/Budapest,1894.09.02
Szabó József,Gönyü,,1896.05.11
Szabó László,Gödöllő,https://hu.wikipedia.org/wiki/Gödöllő,1934.09.11
Szabó Ottó,Győr,https://hu.wikipedia.org/wiki/Győr,1955.12.16
Szabó Péter,Budapest,https://hu.wikipedia.org/wiki/Budapest,1897.04.13
Szaffka Zoltán,?,,1895.04.28
Szakály Péter,Nagyatád,https://hu.wikipedia.org/wiki/Nagyatád,1986.08.17
Szalai Ádám,Budapest,https://hu.wikipedia.org/wiki/Budapest,1987.12.09
Szalai Attila,Budapest,https://hu.wikipedia.org/wiki/Budapest,1998.01.20
Szalai Attila,Zebegény,https://hu.wikipedia.org/wiki/Zebegény,1965.07.09
Szalay Antal,Újpest,https://hu.wikipedia.org/wiki/Újpest,1912.03.03
Szalay István,Kispest,https://hu.wikipedia.org/wiki/Kispest,1912.09.16
Szalay Miklós,Salgótarján,https://hu.wikipedia.org/wiki/Salgótarján,1946.12.06
Szalma József,Tatabánya,https://hu.wikipedia.org/wiki/Tatabánya,1966.08.22
Szamosi Tamás,Budapest,https://hu.wikipedia.org/wiki/Budapest,1974.11.27
Szaniszló Zoltán,Kolozsvár,https://hu.wikipedia.org/wiki/Kolozsvár,1910.08.21
Szántó Gábor,Miskolc,https://hu.wikipedia.org/wiki/Miskolc,1958.01.31
Szántó József,Szolnok,https://hu.wikipedia.org/wiki/Szolnok,1915.05.05
Szappanos Péter,Jászberény,https://hu.wikipedia.org/wiki/Jászberény,1990.11.14
Szedlacsik Ferenc,Budapest,https://hu.wikipedia.org/wiki/Budapest,1898.10.10
Szednicsek János,Budapest,https://hu.wikipedia.org/wiki/Budapest,1883.10.26
